word,positive,negative,neutral,total_count
selling,22.0,7.0,44.0,73.0
shares,17.0,15.0,41.0,73.0
40,28.0,5.0,40.0,73.0
aren,25.0,2.0,45.0,72.0
polymarket,29.0,1.0,42.0,72.0
whole,25.0,5.0,42.0,72.0
interview,25.0,7.0,40.0,72.0
completely,23.0,1.0,48.0,72.0
impact,22.0,5.0,45.0,72.0
genius,34.0,3.0,35.0,72.0
little,23.0,4.0,45.0,72.0
millions,30.0,4.0,37.0,71.0
credit,12.0,4.0,55.0,71.0
finally,23.0,2.0,46.0,71.0
wallets,31.0,2.0,38.0,71.0
distribution,32.0,2.0,37.0,71.0
decentralization,36.0,5.0,30.0,71.0
class,26.0,2.0,43.0,71.0
gas,42.0,1.0,28.0,71.0
needed,20.0,3.0,48.0,71.0
staking,19.0,6.0,46.0,71.0
running,32.0,7.0,32.0,71.0
stuff,26.0,2.0,43.0,71.0
agents,37.0,2.0,31.0,70.0
backed,19.0,7.0,44.0,70.0
usd,27.0,1.0,42.0,70.0
1b,27.0,1.0,42.0,70.0
17,20.0,9.0,41.0,70.0
deal,27.0,2.0,41.0,70.0
course,27.0,2.0,41.0,70.0
starting,34.0,2.0,34.0,70.0
critical,29.0,1.0,40.0,70.0
portfolio,30.0,7.0,33.0,70.0
questions,24.0,9.0,37.0,70.0
given,17.0,4.0,49.0,70.0
takes,26.0,1.0,43.0,70.0
tomorrow,14.0,3.0,53.0,70.0
approach,32.0,2.0,36.0,70.0
political,23.0,1.0,46.0,70.0
created,31.0,7.0,32.0,70.0
proud,28.0,4.0,38.0,70.0
dive,19.0,3.0,48.0,70.0
nice,21.0,1.0,47.0,69.0
robotics,24.0,0.0,45.0,69.0
points,27.0,1.0,41.0,69.0
truth,23.0,3.0,43.0,69.0
payment,22.0,2.0,45.0,69.0
focused,22.0,5.0,42.0,69.0
fee,24.0,2.0,43.0,69.0
double,39.0,9.0,21.0,69.0
guys,23.0,3.0,42.0,68.0
small,26.0,2.0,40.0,68.0
directly,20.0,1.0,47.0,68.0
she,31.0,1.0,36.0,68.0
continues,28.0,7.0,33.0,68.0
simply,24.0,3.0,41.0,68.0
partner,26.0,2.0,40.0,68.0
mainnet,26.0,2.0,40.0,68.0
60,20.0,6.0,42.0,68.0
tradfi,27.0,8.0,33.0,68.0
stage,19.0,2.0,47.0,68.0
transaction,21.0,3.0,44.0,68.0
reality,16.0,4.0,48.0,68.0
liquid,12.0,4.0,52.0,68.0
becoming,25.0,6.0,37.0,68.0
path,27.0,3.0,38.0,68.0
macro,14.0,6.0,48.0,68.0
funding,27.0,5.0,35.0,67.0
lol,12.0,3.0,52.0,67.0
decade,23.0,6.0,38.0,67.0
role,22.0,4.0,41.0,67.0
expect,18.0,1.0,48.0,67.0
01,33.0,2.0,32.0,67.0
governance,20.0,5.0,42.0,67.0
significant,24.0,4.0,39.0,67.0
lee,12.0,6.0,49.0,67.0
cases,35.0,1.0,31.0,67.0
legal,23.0,9.0,35.0,67.0
weekly,34.0,4.0,29.0,67.0
red,29.0,2.0,36.0,67.0
scaling,29.0,4.0,34.0,67.0
services,19.0,0.0,48.0,67.0
country,24.0,5.0,38.0,67.0
aptos,31.0,0.0,35.0,66.0
friends,27.0,0.0,39.0,66.0
16,26.0,4.0,36.0,66.0
holding,22.0,2.0,42.0,66.0
wait,16.0,2.0,48.0,66.0
chat,25.0,5.0,36.0,66.0
nearly,26.0,3.0,37.0,66.0
momentum,27.0,3.0,36.0,66.0
21,19.0,7.0,40.0,66.0
easy,25.0,2.0,39.0,66.0
seeing,22.0,2.0,41.0,65.0
quickly,31.0,6.0,28.0,65.0
though,17.0,1.0,47.0,65.0
sign,50.0,1.0,14.0,65.0
ways,22.0,4.0,39.0,65.0
paid,16.0,2.0,47.0,65.0
powered,20.0,2.0,42.0,64.0
holders,17.0,1.0,46.0,64.0
yesterday,23.0,4.0,37.0,64.0
ath,23.0,4.0,37.0,64.0
yourself,22.0,3.0,39.0,64.0
yeah,14.0,4.0,46.0,64.0
2026,15.0,9.0,40.0,64.0
asked,21.0,3.0,40.0,64.0
tools,21.0,1.0,42.0,64.0
accounts,31.0,3.0,30.0,64.0
process,21.0,5.0,37.0,63.0
spend,27.0,1.0,35.0,63.0
robots,21.0,2.0,40.0,63.0
group,46.0,0.0,17.0,63.0
designed,18.0,8.0,37.0,63.0
thinking,18.0,2.0,43.0,63.0
lose,24.0,4.0,35.0,63.0
man,13.0,0.0,50.0,63.0
headlines,23.0,9.0,31.0,63.0
list,16.0,1.0,46.0,63.0
send,23.0,1.0,39.0,63.0
ethena,13.0,1.0,49.0,63.0
banks,15.0,3.0,45.0,63.0
following,26.0,3.0,33.0,62.0
basically,20.0,3.0,39.0,62.0
rather,22.0,5.0,35.0,62.0
investing,25.0,4.0,33.0,62.0
buying,20.0,0.0,42.0,62.0
multiple,19.0,2.0,41.0,62.0
called,19.0,5.0,38.0,62.0
saw,29.0,2.0,31.0,62.0
monthly,25.0,1.0,36.0,62.0
along,26.0,2.0,34.0,62.0
haven,11.0,2.0,48.0,61.0
events,22.0,0.0,39.0,61.0
regulation,21.0,8.0,32.0,61.0
xrp,20.0,1.0,40.0,61.0
improve,24.0,5.0,32.0,61.0
a16z,13.0,3.0,45.0,61.0
shared,23.0,0.0,38.0,61.0
equity,23.0,7.0,31.0,61.0
oct,26.0,1.0,33.0,60.0
came,18.0,1.0,41.0,60.0
rest,14.0,4.0,42.0,60.0
rsi,24.0,2.0,34.0,60.0
service,21.0,1.0,38.0,60.0
shift,21.0,1.0,38.0,60.0
society,31.0,7.0,22.0,60.0
crash,0.0,28.0,32.0,60.0
bigger,26.0,5.0,29.0,60.0
driving,32.0,3.0,25.0,60.0
super,49.0,0.0,10.0,59.0
matters,18.0,4.0,37.0,59.0
onch,18.0,2.0,39.0,59.0
currently,19.0,6.0,34.0,59.0
wasn,12.0,1.0,46.0,59.0
quite,20.0,7.0,32.0,59.0
phase,17.0,3.0,39.0,59.0
rich,17.0,0.0,42.0,59.0
35,17.0,4.0,38.0,59.0
dropped,17.0,3.0,39.0,59.0
launching,24.0,4.0,31.0,59.0
remember,17.0,2.0,40.0,59.0
useful,20.0,1.0,38.0,59.0
analysis,21.0,2.0,36.0,59.0
speed,18.0,2.0,39.0,59.0
address,27.0,0.0,31.0,58.0
pod,35.0,1.0,22.0,58.0
report,22.0,3.0,33.0,58.0
truly,20.0,1.0,37.0,58.0
similar,17.0,3.0,38.0,58.0
turn,21.0,5.0,32.0,58.0
risks,17.0,2.0,39.0,58.0
volatility,11.0,7.0,40.0,58.0
highly,23.0,2.0,33.0,58.0
record,26.0,1.0,31.0,58.0
fed,10.0,8.0,40.0,58.0
cut,11.0,7.0,40.0,58.0
provide,23.0,1.0,34.0,58.0
chance,21.0,4.0,33.0,58.0
add,22.0,1.0,35.0,58.0
head,20.0,3.0,35.0,58.0
customers,17.0,1.0,40.0,58.0
wants,16.0,0.0,42.0,58.0
exist,18.0,6.0,33.0,57.0
road,18.0,6.0,33.0,57.0
ones,20.0,0.0,37.0,57.0
galaxy,26.0,1.0,30.0,57.0
accountable,17.0,3.0,37.0,57.0
strategic,18.0,4.0,35.0,57.0
etfs,14.0,2.0,41.0,57.0
bought,18.0,2.0,37.0,57.0
signal,21.0,3.0,33.0,57.0
ahead,17.0,8.0,32.0,57.0
discuss,10.0,11.0,36.0,57.0
inflation,15.0,5.0,36.0,56.0
quality,26.0,1.0,29.0,56.0
rise,13.0,4.0,39.0,56.0
listen,8.0,3.0,45.0,56.0
inside,27.0,0.0,29.0,56.0
trend,11.0,4.0,41.0,56.0
amount,18.0,2.0,36.0,56.0
200,22.0,1.0,33.0,56.0
incentives,24.0,5.0,27.0,56.0
themselves,20.0,3.0,33.0,56.0
securities,26.0,8.0,22.0,56.0
becomes,19.0,2.0,35.0,56.0
fiat,19.0,3.0,34.0,56.0
worse,17.0,3.0,36.0,56.0
framework,29.0,2.0,25.0,56.0
bringing,24.0,0.0,32.0,56.0
amazing,16.0,2.0,37.0,55.0
mission,19.0,0.0,36.0,55.0
settlement,28.0,1.0,26.0,55.0
ok,11.0,5.0,39.0,55.0
rwa,31.0,2.0,22.0,55.0
among,14.0,2.0,39.0,55.0
reach,15.0,2.0,38.0,55.0
specific,19.0,1.0,35.0,55.0
addresses,24.0,0.0,31.0,55.0
tweet,9.0,3.0,43.0,55.0
fix,26.0,3.0,26.0,55.0
correct,10.0,3.0,42.0,55.0
write,23.0,4.0,28.0,55.0
hear,18.0,3.0,34.0,55.0
remains,29.0,3.0,22.0,54.0
increase,20.0,1.0,33.0,54.0
giving,23.0,1.0,30.0,54.0
reward,31.0,3.0,20.0,54.0
protect,22.0,2.0,30.0,54.0
bottom,12.0,8.0,34.0,54.0
elon,28.0,1.0,25.0,54.0
paper,11.0,3.0,40.0,54.0
blog,18.0,1.0,35.0,54.0
wrote,16.0,2.0,36.0,54.0
series,26.0,1.0,27.0,54.0
metrics,16.0,0.0,38.0,54.0
anti,26.0,0.0,28.0,54.0
announced,23.0,5.0,26.0,54.0
charts,19.0,3.0,32.0,54.0
absolutely,21.0,5.0,28.0,54.0
drop,15.0,5.0,34.0,54.0
earn,20.0,0.0,34.0,54.0
congratulations,2.0,0.0,52.0,54.0
announce,18.0,0.0,36.0,54.0
2020,20.0,6.0,28.0,54.0
100m,15.0,2.0,37.0,54.0
23,16.0,5.0,33.0,54.0
wave,18.0,3.0,33.0,54.0
itself,21.0,4.0,28.0,53.0
advice,10.0,3.0,40.0,53.0
technical,22.0,1.0,30.0,53.0
season,24.0,3.0,26.0,53.0
recently,19.0,3.0,31.0,53.0
her,20.0,1.0,32.0,53.0
general,20.0,4.0,29.0,53.0
became,19.0,2.0,32.0,53.0
october,15.0,11.0,27.0,53.0
store,12.0,3.0,38.0,53.0
centralized,16.0,10.0,27.0,53.0
target,19.0,1.0,33.0,53.0
wanted,20.0,2.0,31.0,53.0
states,15.0,3.0,35.0,53.0
trillion,20.0,6.0,27.0,53.0
attention,15.0,0.0,38.0,53.0
issues,15.0,2.0,36.0,53.0
action,18.0,0.0,35.0,53.0
late,13.0,2.0,38.0,53.0
found,18.0,4.0,31.0,53.0
blockworks,24.0,2.0,27.0,53.0
creator,10.0,5.0,38.0,53.0
fair,14.0,3.0,36.0,53.0
minutes,17.0,3.0,32.0,52.0
increased,21.0,7.0,24.0,52.0
changed,20.0,2.0,30.0,52.0
vc,11.0,1.0,40.0,52.0
size,20.0,3.0,29.0,52.0
round,26.0,2.0,24.0,52.0
realized,27.0,2.0,23.0,52.0
local,19.0,3.0,30.0,52.0
towards,18.0,1.0,33.0,52.0
decision,15.0,4.0,33.0,52.0
gov,11.0,3.0,38.0,52.0
openai,28.0,0.0,24.0,52.0
art,10.0,2.0,40.0,52.0
offer,14.0,5.0,33.0,52.0
flow,20.0,1.0,31.0,52.0
nyc,14.0,4.0,34.0,52.0
10x,20.0,0.0,32.0,52.0
creating,18.0,4.0,30.0,52.0
spotify,12.0,7.0,33.0,52.0
uniswap,17.0,4.0,31.0,52.0
spent,14.0,5.0,33.0,52.0
profit,17.0,0.0,35.0,52.0
choice,18.0,1.0,32.0,51.0
track,26.0,0.0,25.0,51.0
results,17.0,2.0,32.0,51.0
sold,8.0,2.0,41.0,51.0
drive,19.0,5.0,27.0,51.0
19,13.0,12.0,26.0,51.0
rails,17.0,3.0,31.0,51.0
22,22.0,3.0,26.0,51.0
force,19.0,1.0,31.0,51.0
rwas,19.0,0.0,32.0,51.0
period,11.0,6.0,34.0,51.0
contract,19.0,1.0,31.0,51.0
contracts,22.0,1.0,28.0,51.0
perfect,20.0,2.0,29.0,51.0
balance,15.0,2.0,34.0,51.0
further,12.0,2.0,37.0,51.0
entirely,21.0,3.0,27.0,51.0
however,12.0,5.0,33.0,50.0
developers,25.0,1.0,24.0,50.0
billions,18.0,1.0,31.0,50.0
proving,38.0,1.0,11.0,50.0
rising,25.0,2.0,23.0,50.0
generated,17.0,2.0,31.0,50.0
bridge,14.0,0.0,36.0,50.0
humans,16.0,4.0,30.0,50.0
multi,26.0,2.0,22.0,50.0
talent,17.0,2.0,31.0,50.0
flows,18.0,3.0,29.0,50.0
goal,12.0,6.0,32.0,50.0
invest,20.0,1.0,29.0,50.0
success,15.0,3.0,32.0,50.0
pro,16.0,1.0,33.0,50.0
cycles,13.0,1.0,36.0,50.0
cftc,20.0,0.0,29.0,49.0
nasdaq,8.0,1.0,40.0,49.0
robot,13.0,0.0,36.0,49.0
26,16.0,4.0,29.0,49.0
lost,16.0,1.0,32.0,49.0
lets,18.0,1.0,30.0,49.0
showing,27.0,2.0,20.0,49.0
otherwise,15.0,3.0,31.0,49.0
december,13.0,2.0,34.0,49.0
development,22.0,3.0,24.0,49.0
thesis,18.0,2.0,29.0,49.0
cross,12.0,1.0,36.0,49.0
legislation,25.0,3.0,20.0,48.0
ability,11.0,1.0,36.0,48.0
beginning,23.0,3.0,22.0,48.0
figure,13.0,2.0,33.0,48.0
altcoins,18.0,1.0,29.0,48.0
applications,21.0,0.0,27.0,48.0
timestamps,18.0,6.0,24.0,48.0
liquidations,6.0,6.0,36.0,48.0
eventually,17.0,3.0,28.0,48.0
pushing,18.0,1.0,29.0,48.0
oracle,15.0,2.0,31.0,48.0
federal,15.0,3.0,30.0,48.0
plus,15.0,1.0,32.0,48.0
extremely,11.0,5.0,32.0,48.0
platforms,20.0,2.0,26.0,48.0
intelligence,24.0,2.0,22.0,48.0
margin,12.0,0.0,36.0,48.0
paying,13.0,1.0,34.0,48.0
mind,13.0,0.0,35.0,48.0
permissionless,19.0,5.0,23.0,47.0
crazy,10.0,3.0,34.0,47.0
consensus,31.0,0.0,16.0,47.0
ideas,20.0,1.0,26.0,47.0
theory,14.0,2.0,31.0,47.0
final,15.0,0.0,32.0,47.0
deposits,13.0,1.0,33.0,47.0
fine,12.0,6.0,29.0,47.0
whatever,10.0,4.0,33.0,47.0
complex,20.0,1.0,26.0,47.0
leadership,26.0,0.0,21.0,47.0
push,18.0,4.0,25.0,47.0
tokenization,24.0,1.0,22.0,47.0
strategies,14.0,2.0,31.0,47.0
edge,15.0,1.0,31.0,47.0
transparency,18.0,3.0,26.0,47.0
insane,13.0,3.0,31.0,47.0
test,20.0,1.0,26.0,47.0
gone,15.0,3.0,29.0,47.0
dont,11.0,1.0,35.0,47.0
november,17.0,1.0,29.0,47.0
exposure,15.0,7.0,25.0,47.0
sui,17.0,0.0,30.0,47.0
meta,17.0,3.0,27.0,47.0
subscribe,10.0,0.0,37.0,47.0
uk,23.0,1.0,22.0,46.0
dexs,20.0,0.0,26.0,46.0
celestia,6.0,0.0,40.0,46.0
leads,21.0,5.0,20.0,46.0
ownership,17.0,4.0,25.0,46.0
joined,12.0,3.0,31.0,46.0
alt,19.0,6.0,21.0,46.0
terms,13.0,4.0,29.0,46.0
release,12.0,3.0,31.0,46.0
fit,14.0,2.0,29.0,45.0
obviously,15.0,1.0,29.0,45.0
labor,10.0,3.0,32.0,45.0
apply,18.0,0.0,27.0,45.0
hand,23.0,7.0,15.0,45.0
housing,11.0,3.0,31.0,45.0
arbitrum,20.0,3.0,22.0,45.0
problems,12.0,3.0,30.0,45.0
central,18.0,1.0,26.0,45.0
dump,0.0,19.0,26.0,45.0
pre,11.0,6.0,28.0,45.0
return,18.0,6.0,21.0,45.0
race,16.0,4.0,25.0,45.0
newsletter,11.0,3.0,31.0,45.0
thoughts,13.0,3.0,29.0,45.0
levels,16.0,1.0,28.0,45.0
serious,20.0,3.0,22.0,45.0
returns,17.0,2.0,26.0,45.0
insights,17.0,4.0,24.0,45.0
feels,13.0,2.0,30.0,45.0
solve,16.0,1.0,28.0,45.0
toward,19.0,4.0,22.0,45.0
si,4.0,6.0,35.0,45.0
cover,14.0,1.0,30.0,45.0
bet,20.0,4.0,21.0,45.0
28,9.0,5.0,31.0,45.0
70,19.0,2.0,24.0,45.0
family,12.0,5.0,28.0,45.0
couldn,18.0,3.0,24.0,45.0
pricing,12.0,2.0,31.0,45.0
cannot,12.0,1.0,31.0,44.0
27,14.0,1.0,29.0,44.0
result,17.0,4.0,23.0,44.0
intro,15.0,7.0,22.0,44.0
options,11.0,5.0,28.0,44.0
31,23.0,0.0,21.0,44.0
party,11.0,0.0,33.0,44.0
profits,13.0,6.0,25.0,44.0
loss,0.0,21.0,23.0,44.0
treasuries,17.0,2.0,25.0,44.0
health,16.0,3.0,25.0,44.0
special,10.0,1.0,33.0,44.0
invested,14.0,3.0,27.0,44.0
proposal,16.0,4.0,24.0,44.0
highs,20.0,4.0,20.0,44.0
reached,17.0,2.0,25.0,44.0
explain,8.0,2.0,34.0,44.0
worst,12.0,5.0,27.0,44.0
shows,16.0,2.0,26.0,44.0
valuable,11.0,0.0,33.0,44.0
status,11.0,2.0,31.0,44.0
complete,19.0,1.0,24.0,44.0
choose,17.0,0.0,27.0,44.0
city,16.0,0.0,28.0,44.0
curators,14.0,0.0,30.0,44.0
alts,11.0,8.0,25.0,44.0
claim,21.0,3.0,20.0,44.0
lots,11.0,2.0,31.0,44.0
dune,11.0,4.0,29.0,44.0
standard,18.0,4.0,22.0,44.0
liquidated,5.0,4.0,35.0,44.0
despite,16.0,2.0,25.0,43.0
behavior,16.0,2.0,25.0,43.0
spending,18.0,3.0,22.0,43.0
outside,13.0,2.0,28.0,43.0
reading,15.0,3.0,25.0,43.0
fork,10.0,2.0,31.0,43.0
ef,36.0,0.0,7.0,43.0
clearly,11.0,4.0,28.0,43.0
modern,16.0,2.0,25.0,43.0
efficient,19.0,1.0,23.0,43.0
bubble,25.0,2.0,16.0,43.0
creators,12.0,1.0,30.0,43.0
five,26.0,1.0,16.0,43.0
lives,19.0,2.0,22.0,43.0
learned,19.0,3.0,21.0,43.0
ethzilla,12.0,6.0,25.0,43.0
calls,26.0,3.0,14.0,43.0
corporate,11.0,3.0,29.0,43.0
arc,10.0,1.0,32.0,43.0
500,12.0,2.0,29.0,43.0
national,26.0,0.0,17.0,43.0
black,9.0,3.0,31.0,43.0
nov,31.0,1.0,11.0,43.0
application,17.0,0.0,25.0,42.0
miss,7.0,1.0,34.0,42.0
compared,9.0,4.0,29.0,42.0
front,18.0,0.0,24.0,42.0
earnings,14.0,2.0,26.0,42.0
90,11.0,3.0,28.0,42.0
alpha,13.0,2.0,27.0,42.0
words,13.0,1.0,28.0,42.0
players,16.0,1.0,25.0,42.0
note,12.0,1.0,29.0,42.0
cause,5.0,4.0,33.0,42.0
marketing,11.0,3.0,28.0,42.0
gonna,11.0,3.0,28.0,42.0
exciting,17.0,0.0,25.0,42.0
keeps,17.0,4.0,21.0,42.0
positions,6.0,3.0,33.0,42.0
decisions,12.0,1.0,29.0,42.0
evm,25.0,0.0,17.0,42.0
moves,13.0,3.0,26.0,42.0
mstr,4.0,6.0,32.0,42.0
halving,13.0,0.0,29.0,42.0
machine,12.0,0.0,30.0,42.0
partnership,14.0,1.0,27.0,42.0
program,14.0,2.0,26.0,42.0
adl,8.0,5.0,29.0,42.0
secure,16.0,0.0,26.0,42.0
told,15.0,1.0,26.0,42.0
ledger,17.0,4.0,21.0,42.0
leaders,16.0,3.0,23.0,42.0
lend,14.0,3.0,25.0,42.0
dm,10.0,2.0,30.0,42.0
thousands,16.0,0.0,26.0,42.0
solution,13.0,0.0,29.0,42.0
bearish,0.0,18.0,24.0,42.0
mostly,10.0,0.0,31.0,41.0
pool,20.0,2.0,19.0,41.0
polygon,22.0,0.0,19.0,41.0
save,10.0,3.0,28.0,41.0
changes,15.0,0.0,26.0,41.0
29,18.0,5.0,18.0,41.0
met,10.0,4.0,27.0,41.0
meet,16.0,2.0,23.0,41.0
consider,15.0,3.0,23.0,41.0
raise,16.0,3.0,22.0,41.0
validators,25.0,1.0,15.0,41.0
taken,17.0,0.0,24.0,41.0
main,15.0,2.0,24.0,41.0
utility,15.0,4.0,22.0,41.0
young,9.0,2.0,30.0,41.0
favorite,10.0,3.0,28.0,41.0
curator,9.0,2.0,30.0,41.0
curve,9.0,1.0,31.0,41.0
hundreds,16.0,5.0,20.0,41.0
none,9.0,0.0,32.0,41.0
couple,25.0,0.0,16.0,41.0
programmable,15.0,2.0,24.0,41.0
tesla,17.0,6.0,18.0,41.0
obvious,11.0,3.0,27.0,41.0
receive,17.0,0.0,24.0,41.0
consumers,15.0,4.0,21.0,40.0
dynamic,7.0,5.0,28.0,40.0
resources,13.0,2.0,25.0,40.0
decades,11.0,2.0,27.0,40.0
telling,14.0,1.0,25.0,40.0
strength,18.0,2.0,20.0,40.0
compute,16.0,0.0,24.0,40.0
books,9.0,4.0,27.0,40.0
broader,14.0,5.0,21.0,40.0
gains,28.0,0.0,12.0,40.0
hack,9.0,7.0,24.0,40.0
10k,26.0,0.0,14.0,40.0
capture,14.0,0.0,26.0,40.0
added,20.0,2.0,18.0,40.0
33,15.0,4.0,21.0,40.0
storage,4.0,0.0,36.0,40.0
cool,8.0,1.0,31.0,40.0
held,12.0,5.0,23.0,40.0
web3,9.0,0.0,31.0,40.0
sales,19.0,2.0,19.0,40.0
easily,10.0,0.0,30.0,40.0
bankless,16.0,0.0,24.0,40.0
compliance,25.0,1.0,14.0,40.0
die,9.0,1.0,30.0,40.0
verifiable,25.0,1.0,14.0,40.0
bro,7.0,1.0,32.0,40.0
helps,17.0,1.0,22.0,40.0
overview,12.0,0.0,28.0,40.0
face,11.0,1.0,28.0,40.0
closed,10.0,3.0,27.0,40.0
details,20.0,0.0,20.0,40.0
fear,13.0,1.0,26.0,40.0
300,23.0,0.0,17.0,40.0
impossible,9.0,1.0,30.0,40.0
mainstream,14.0,1.0,25.0,40.0
playing,17.0,0.0,23.0,40.0
laye,14.0,1.0,25.0,40.0
startups,24.0,0.0,15.0,39.0
oh,6.0,1.0,32.0,39.0
neutral,11.0,1.0,27.0,39.0
speech,15.0,3.0,21.0,39.0
positive,15.0,4.0,20.0,39.0
benefit,13.0,3.0,23.0,39.0
underlying,9.0,1.0,29.0,39.0
awesome,4.0,2.0,33.0,39.0
legacy,8.0,5.0,26.0,39.0
context,16.0,1.0,22.0,39.0
math,5.0,3.0,31.0,39.0
upgrade,31.0,0.0,8.0,39.0
guess,15.0,5.0,19.0,39.0
powerful,22.0,1.0,16.0,39.0
substack,2.0,1.0,36.0,39.0
pass,10.0,1.0,28.0,39.0
horizon,17.0,2.0,20.0,39.0
clients,21.0,3.0,15.0,39.0
solar,7.0,1.0,31.0,39.0
center,17.0,1.0,21.0,39.0
generate,16.0,0.0,23.0,39.0
podcasts,7.0,5.0,27.0,39.0
senate,19.0,3.0,17.0,39.0
de,13.0,1.0,25.0,39.0
countries,14.0,1.0,24.0,39.0
vote,14.0,0.0,25.0,39.0
effect,11.0,1.0,27.0,39.0
wins,15.0,2.0,22.0,39.0
chinese,14.0,1.0,24.0,39.0
shit,5.0,2.0,32.0,39.0
perp,10.0,4.0,25.0,39.0
incredibly,14.0,0.0,24.0,38.0
grateful,17.0,1.0,20.0,38.0
dao,7.0,1.0,30.0,38.0
opportunities,4.0,0.0,34.0,38.0
banking,10.0,1.0,27.0,38.0
mode,23.0,1.0,14.0,38.0
knows,13.0,2.0,23.0,38.0
attack,11.0,1.0,26.0,38.0
folks,13.0,3.0,22.0,38.0
peak,5.0,4.0,29.0,38.0
tried,12.0,2.0,24.0,38.0
conference,10.0,2.0,26.0,38.0
derivatives,10.0,0.0,28.0,38.0
cheaper,12.0,5.0,21.0,38.0
hedge,10.0,3.0,25.0,38.0
musk,20.0,1.0,17.0,38.0
integration,16.0,2.0,20.0,38.0
posts,11.0,0.0,27.0,38.0
enable,14.0,5.0,19.0,38.0
dead,12.0,6.0,20.0,38.0
mega,10.0,2.0,26.0,38.0
board,11.0,2.0,25.0,38.0
nft,14.0,1.0,23.0,38.0
devs,14.0,0.0,24.0,38.0
internal,16.0,4.0,18.0,38.0
45,12.0,3.0,23.0,38.0
journey,4.0,3.0,31.0,38.0
milestone,15.0,1.0,22.0,38.0
introducing,14.0,1.0,23.0,38.0
learning,13.0,2.0,23.0,38.0
cz,6.0,0.0,32.0,38.0
ipo,14.0,2.0,22.0,38.0
hype,11.0,2.0,25.0,38.0
gauntlet,10.0,4.0,24.0,38.0
lighter,16.0,2.0,20.0,38.0
wow,7.0,2.0,29.0,38.0
equities,12.0,2.0,24.0,38.0
thread,11.0,5.0,22.0,38.0
purpose,12.0,0.0,25.0,37.0
friday,14.0,2.0,21.0,37.0
regulated,10.0,1.0,26.0,37.0
easier,12.0,1.0,24.0,37.0
version,12.0,0.0,25.0,37.0
allows,14.0,2.0,21.0,37.0
understanding,10.0,4.0,23.0,37.0
age,12.0,1.0,24.0,37.0
farcaster,8.0,0.0,29.0,37.0
competition,18.0,2.0,17.0,37.0
fastest,12.0,1.0,24.0,37.0
offering,12.0,3.0,22.0,37.0
benefits,17.0,6.0,14.0,37.0
2023,13.0,2.0,22.0,37.0
finality,22.0,1.0,14.0,37.0
primary,13.0,3.0,21.0,37.0
moved,10.0,3.0,24.0,37.0
date,20.0,1.0,16.0,37.0
accurate,16.0,1.0,20.0,37.0
parts,13.0,1.0,23.0,37.0
wild,14.0,2.0,21.0,37.0
reserve,13.0,3.0,21.0,37.0
largely,18.0,2.0,17.0,37.0
infinite,5.0,0.0,32.0,37.0
remain,11.0,5.0,21.0,37.0
games,12.0,0.0,25.0,37.0
missing,12.0,2.0,23.0,37.0
friend,10.0,1.0,26.0,37.0
comments,7.0,3.0,27.0,37.0
myself,6.0,1.0,30.0,37.0
known,13.0,2.0,22.0,37.0
v2,9.0,0.0,28.0,37.0
waiting,9.0,2.0,26.0,37.0
putting,16.0,3.0,18.0,37.0
stake,11.0,1.0,25.0,37.0
fight,15.0,1.0,21.0,37.0
creates,13.0,2.0,21.0,36.0
tool,18.0,2.0,16.0,36.0
provides,17.0,3.0,16.0,36.0
individual,12.0,5.0,19.0,36.0
sentiment,12.0,5.0,19.0,36.0
et,10.0,3.0,23.0,36.0
55,9.0,2.0,25.0,36.0
background,7.0,3.0,26.0,36.0
noise,8.0,1.0,27.0,36.0
03,12.0,3.0,21.0,36.0
39,18.0,8.0,10.0,36.0
expected,12.0,2.0,22.0,36.0
increasing,14.0,1.0,21.0,36.0
published,8.0,2.0,26.0,36.0
hate,11.0,5.0,20.0,36.0
half,18.0,0.0,18.0,36.0
zkevm,36.0,0.0,0.0,36.0
airdrop,15.0,3.0,18.0,36.0
camirusso,2.0,3.0,31.0,36.0
hands,13.0,2.0,21.0,36.0
ground,19.0,2.0,15.0,36.0
united,8.0,3.0,25.0,36.0
monetary,14.0,1.0,21.0,36.0
suinetwork,12.0,0.0,24.0,36.0
press,13.0,1.0,22.0,36.0
meme,8.0,3.0,25.0,36.0
argument,8.0,1.0,27.0,36.0
white,16.0,4.0,16.0,36.0
broken,6.0,1.0,29.0,36.0
feedback,17.0,0.0,19.0,36.0
existing,17.0,2.0,17.0,36.0
reasons,14.0,2.0,20.0,36.0
prior,16.0,3.0,17.0,36.0
war,10.0,0.0,26.0,36.0
physical,12.0,1.0,23.0,36.0
interested,14.0,1.0,21.0,36.0
computer,14.0,0.0,22.0,36.0
turns,15.0,2.0,19.0,36.0
poor,10.0,0.0,26.0,36.0
52,13.0,3.0,20.0,36.0
written,7.0,1.0,28.0,36.0
rare,11.0,2.0,23.0,36.0
avoid,10.0,2.0,24.0,36.0
direct,9.0,3.0,24.0,36.0
common,7.0,3.0,26.0,36.0
significantly,13.0,1.0,22.0,36.0
straight,14.0,0.0,22.0,36.0
passed,16.0,0.0,20.0,36.0
2028,5.0,3.0,28.0,36.0
income,9.0,3.0,24.0,36.0
debate,10.0,0.0,26.0,36.0
successful,13.0,0.0,22.0,35.0
2022,12.0,4.0,19.0,35.0
fixed,11.0,5.0,19.0,35.0
smaller,12.0,1.0,22.0,35.0
