timestamp,channel,message_id,views,forwards,reactions,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_neutral,message_length
2025-11-24 01:18:33+00:00,@cointelegraph,65682,18609,83,142,0.368,0.201,0.131,0.668,173
2025-11-24 00:33:11+00:00,@cointelegraph,65681,11312,61,87,-0.9049,0.0,0.505,0.495,89
2025-11-23 23:32:05+00:00,@cointelegraph,65680,11429,39,86,0.0,0.0,0.0,1.0,66
2025-11-23 22:33:20+00:00,@cointelegraph,65679,12142,51,73,0.0,0.0,0.0,1.0,88
2025-11-23 21:34:32+00:00,@cointelegraph,65678,11846,42,0,0.0,0.0,0.0,1.0,0
2025-11-23 21:34:31+00:00,@cointelegraph,65677,12189,41,153,0.4995,0.21,0.083,0.708,107
2025-11-23 20:30:51+00:00,@cointelegraph,65676,11781,40,0,0.0,0.0,0.0,1.0,0
2025-11-23 20:30:50+00:00,@cointelegraph,65675,12146,38,105,-0.7469,0.0,0.224,0.776,127
2025-11-23 19:33:36+00:00,@cointelegraph,65674,12629,60,108,0.4648,0.144,0.0,0.856,87
2025-11-23 18:31:16+00:00,@cointelegraph,65673,13040,53,73,0.0,0.0,0.0,1.0,89
2025-11-23 17:30:53+00:00,@cointelegraph,65672,13949,66,79,0.0,0.0,0.0,1.0,79
2025-11-23 16:35:05+00:00,@cointelegraph,65671,13165,43,246,0.5106,0.142,0.0,0.858,90
2025-11-23 15:32:26+00:00,@cointelegraph,65670,13909,65,0,0.0,0.0,0.0,1.0,0
2025-11-23 15:32:25+00:00,@cointelegraph,65669,14149,63,128,-0.34,0.0,0.13,0.87,95
2025-11-23 14:37:15+00:00,@cointelegraph,65668,13544,62,229,0.0,0.0,0.0,1.0,56
2025-11-23 12:29:12+00:00,@cointelegraph,65667,14178,64,103,0.0,0.0,0.0,1.0,84
2025-11-23 11:36:52+00:00,@cointelegraph,65666,12731,38,71,-0.2732,0.0,0.087,0.913,126
2025-11-23 10:30:54+00:00,@cointelegraph,65665,12524,35,0,0.0,0.0,0.0,1.0,0
2025-11-23 10:30:53+00:00,@cointelegraph,65664,13037,36,178,0.4648,0.126,0.0,0.874,95
2025-11-23 09:35:52+00:00,@cointelegraph,65663,12305,71,75,-0.128,0.082,0.1,0.818,133
2025-11-23 07:39:50+00:00,@cointelegraph,65662,17732,57,57,0.0,0.0,0.0,1.0,135
2025-11-23 05:31:19+00:00,@cointelegraph,65661,13713,42,0,0.0,0.0,0.0,1.0,0
2025-11-23 05:31:19+00:00,@cointelegraph,65660,13978,43,99,0.2023,0.13,0.098,0.772,120
2025-11-23 04:31:15+00:00,@cointelegraph,65659,13705,57,84,-0.34,0.0,0.13,0.87,79
2025-11-23 02:33:03+00:00,@cointelegraph,65658,12024,32,0,0.0,0.0,0.0,1.0,0
2025-11-23 02:33:02+00:00,@cointelegraph,65657,12218,33,67,0.0,0.0,0.0,1.0,115
2025-11-23 01:34:26+00:00,@cointelegraph,65656,12758,54,51,0.0,0.0,0.0,1.0,101
2025-11-23 00:33:02+00:00,@cointelegraph,65655,13323,59,70,0.0,0.0,0.0,1.0,109
2025-11-22 23:34:55+00:00,@cointelegraph,65654,12061,54,80,0.2263,0.095,0.0,0.905,106
2025-11-22 22:33:55+00:00,@cointelegraph,65653,11215,42,87,-0.4019,0.0,0.114,0.886,121
2025-11-22 21:33:28+00:00,@cointelegraph,65652,11519,36,90,0.5766,0.27,0.118,0.611,78
2025-11-22 20:34:03+00:00,@cointelegraph,65651,12339,49,117,0.1363,0.1,0.082,0.818,122
2025-11-22 19:34:20+00:00,@cointelegraph,65650,13471,83,100,0.4648,0.138,0.0,0.862,108
2025-11-22 18:35:29+00:00,@cointelegraph,65649,11972,36,71,-0.7184,0.0,0.233,0.767,147
2025-11-22 17:43:05+00:00,@cointelegraph,65648,14152,65,111,-0.34,0.0,0.124,0.876,87
2025-11-22 17:02:18+00:00,@cointelegraph,65647,13896,35,69,0.0,0.0,0.0,1.0,93
2025-11-22 14:34:45+00:00,@cointelegraph,65646,13851,48,0,0.0,0.0,0.0,1.0,0
2025-11-22 14:34:44+00:00,@cointelegraph,65645,14055,46,104,-0.34,0.0,0.098,0.902,124
2025-11-22 13:34:27+00:00,@cointelegraph,65644,12934,32,89,-0.5423,0.0,0.31,0.69,58
2025-11-22 12:36:00+00:00,@cointelegraph,65643,13051,45,91,0.0,0.0,0.0,1.0,124
2025-11-22 11:33:05+00:00,@cointelegraph,65642,12959,62,109,-0.2732,0.0,0.123,0.877,89
